TIME,JOINT_0_X, JOINT_0_Y, JOINT_0_Z,JOINT_1_X, JOINT_1_Y, JOINT_1_Z,JOINT_2_X, JOINT_2_Y, JOINT_2_Z,JOINT_3_X, JOINT_3_Y, JOINT_3_Z,JOINT_4_X, JOINT_4_Y, JOINT_4_Z,JOINT_5_X, JOINT_5_Y, JOINT_5_Z,JOINT_6_X, JOINT_6_Y, JOINT_6_Z,JOINT_7_X, JOINT_7_Y, JOINT_7_Z,JOINT_8_X, JOINT_8_Y, JOINT_8_Z,JOINT_9_X, JOINT_9_Y, JOINT_9_Z,JOINT_10_X, JOINT_10_Y, JOINT_10_Z,JOINT_11_X, JOINT_11_Y, JOINT_11_Z,JOINT_12_X, JOINT_12_Y, JOINT_12_Z,JOINT_13_X, JOINT_13_Y, JOINT_13_Z,JOINT_14_X, JOINT_14_Y, JOINT_14_Z,JOINT_15_X, JOINT_15_Y, JOINT_15_Z,JOINT_16_X, JOINT_16_Y, JOINT_16_Z,JOINT_17_X, JOINT_17_Y, JOINT_17_Z,JOINT_18_X, JOINT_18_Y, JOINT_18_Z,JOINT_19_X, JOINT_19_Y, JOINT_19_Z,JOINT_20_X, JOINT_20_Y, JOINT_20_Z
48,0.2587614059448242, 0.7124442458152771, 0,0.3398803472518921, 0.7273003458976746, 0,0.42237234115600586, 0.6911871433258057, 0,0.4837844967842102, 0.6477479338645935, 0,0.536098837852478, 0.6256380677223206, 0,0.4165380299091339, 0.5478571653366089, 0,0.46722090244293213, 0.4898771345615387, 0,0.4951486885547638, 0.45534956455230713, 0,0.5219855904579163, 0.4234072268009186, 0,0.3796445429325104, 0.5005683898925781, 0,0.4230023920536041, 0.4227793216705322, 0,0.4533234238624573, 0.3732016086578369, 0,0.48257437348365784, 0.3312675356864929, 0,0.33737194538116455, 0.47660329937934875, 0,0.3685629069805145, 0.39561623334884644, 0,0.39315125346183777, 0.34688350558280945, 0,0.41755685210227966, 0.3059424161911011, 0,0.28820091485977173, 0.470804363489151, 0,0.3008812367916107, 0.40007999539375305, 0,0.31542885303497314, 0.35275599360466003, 0,0.3333759009838104, 0.31036177277565, 0
137,0.2592422366142273, 0.7111102938652039, 0,0.3409365117549896, 0.7270700931549072, 0,0.42268845438957214, 0.6913424134254456, 0,0.4833756685256958, 0.6470351219177246, 0,0.5352194905281067, 0.6246708631515503, 0,0.4169478416442871, 0.5488182306289673, 0,0.46747368574142456, 0.4908720850944519, 0,0.49491339921951294, 0.45563456416130066, 0,0.5218954086303711, 0.42319589853286743, 0,0.3800428509712219, 0.5015496611595154, 0,0.4233803153038025, 0.4238351583480835, 0,0.4533410668373108, 0.37420254945755005, 0,0.4821665287017822, 0.3318865895271301, 0,0.33748310804367065, 0.47776246070861816, 0,0.3692004978656769, 0.39696305990219116, 0,0.3931886851787567, 0.3482455909252167, 0,0.41693800687789917, 0.30663955211639404, 0,0.2879404127597809, 0.47271138429641724, 0,0.3005046844482422, 0.4023140072822571, 0,0.31465375423431396, 0.35531407594680786, 0,0.3320169448852539, 0.3124886155128479, 0
180,0.2572780251502991, 0.7044572830200195, 0,0.3385750949382782, 0.7189700603485107, 0,0.4201260209083557, 0.6850661039352417, 0,0.48184967041015625, 0.6432940363883972, 0,0.534572422504425, 0.6201879978179932, 0,0.41660505533218384, 0.544144332408905, 0,0.4670667052268982, 0.48584723472595215, 0,0.49471837282180786, 0.4525684416294098, 0,0.521997332572937, 0.42191100120544434, 0,0.38046038150787354, 0.49826252460479736, 0,0.42388036847114563, 0.42153477668762207, 0,0.45432645082473755, 0.37356066703796387, 0,0.4837942123413086, 0.33321231603622437, 0,0.3383243680000305, 0.4741850793361664, 0,0.36923959851264954, 0.3946349024772644, 0,0.39403820037841797, 0.34669947624206543, 0,0.4185565412044525, 0.30718427896499634, 0,0.2887080907821655, 0.4675028920173645, 0,0.3018420338630676, 0.3969455659389496, 0,0.31717634201049805, 0.350100576877594, 0,0.3355043828487396, 0.30923372507095337, 0
278,0.2539776563644409, 0.7033814191818237, 0,0.33587178587913513, 0.7156552672386169, 0,0.41779187321662903, 0.6824160814285278, 0,0.47861266136169434, 0.6394817233085632, 0,0.5303634405136108, 0.6173149943351746, 0,0.4112113416194916, 0.5375124216079712, 0,0.45909374952316284, 0.47722452878952026, 0,0.48536190390586853, 0.4438868761062622, 0,0.5105980038642883, 0.41515403985977173, 0,0.3739340305328369, 0.4932343363761902, 0,0.4139694273471832, 0.41364341974258423, 0,0.44137391448020935, 0.36391931772232056, 0,0.46723711490631104, 0.32479995489120483, 0,0.33123263716697693, 0.47209376096725464, 0,0.35931822657585144, 0.389642596244812, 0,0.3821300268173218, 0.33911052346229553, 0,0.40429264307022095, 0.29706650972366333, 0,0.28174811601638794, 0.46923789381980896, 0,0.2929733097553253, 0.39831605553627014, 0,0.30598846077919006, 0.3516911268234253, 0,0.3218458592891693, 0.3098906874656677, 0
325,0.2532804012298584, 0.702422559261322, 0,0.33497267961502075, 0.7140160202980042, 0,0.4161289632320404, 0.6797299981117249, 0,0.4772105813026428, 0.6362192630767822, 0,0.5290282964706421, 0.6139823794364929, 0,0.4088780879974365, 0.5382053256034851, 0,0.4593264162540436, 0.47915947437286377, 0,0.48721417784690857, 0.44637465476989746, 0,0.5137541890144348, 0.41723984479904175, 0,0.3720376491546631, 0.49380630254745483, 0,0.41378918290138245, 0.4158885180950165, 0,0.44246768951416016, 0.3664720058441162, 0,0.4690111577510834, 0.3253815472126007, 0,0.3297424912452698, 0.4720838665962219, 0,0.35886406898498535, 0.39103376865386963, 0,0.38175782561302185, 0.3412950038909912, 0,0.4040451943874359, 0.2992399334907532, 0,0.28092506527900696, 0.4685707986354828, 0,0.2921481132507324, 0.39861178398132324, 0,0.30549582839012146, 0.3518785238265991, 0,0.3211791515350342, 0.30958521366119385, 0
372,0.25375357270240784, 0.7011085152626038, 0,0.3342834711074829, 0.7123161554336548, 0,0.41508468985557556, 0.6777616739273071, 0,0.47629809379577637, 0.6354137659072876, 0,0.5288610458374023, 0.615955114364624, 0,0.4080396592617035, 0.536209225654602, 0,0.45739856362342834, 0.4769965708255768, 0,0.4852587878704071, 0.44404035806655884, 0,0.5125524401664734, 0.4147084951400757, 0,0.3709404468536377, 0.49223726987838745, 0,0.4117562770843506, 0.41440248489379883, 0,0.440277099609375, 0.36542701721191406, 0,0.46754592657089233, 0.3245668411254883, 0,0.32857105135917664, 0.47093114256858826, 0,0.3569217920303345, 0.38985028862953186, 0,0.37955090403556824, 0.33981966972351074, 0,0.40180161595344543, 0.2973858714103699, 0,0.27946704626083374, 0.468210369348526, 0,0.29056596755981445, 0.3984401226043701, 0,0.3034960627555847, 0.3514567017555237, 0,0.31890612840652466, 0.30878186225891113, 0
421,0.2504963278770447, 0.6982594132423401, 0,0.33202219009399414, 0.7133476138114929, 0,0.41423916816711426, 0.6820627450942993, 0,0.4778212308883667, 0.6442749500274658, 0,0.5311875343322754, 0.6277235746383667, 0,0.4050067663192749, 0.5381981730461121, 0,0.45624563097953796, 0.4808809459209442, 0,0.4852796792984009, 0.44656607508659363, 0,0.5130279660224915, 0.41517019271850586, 0,0.36888113617897034, 0.4932996928691864, 0,0.41153329610824585, 0.41584229469299316, 0,0.4417688548564911, 0.36580556631088257, 0,0.4699803292751312, 0.32429957389831543, 0,0.32774534821510315, 0.470138281583786, 0,0.3553352355957031, 0.3885461688041687, 0,0.3789359927177429, 0.3388548493385315, 0,0.4017597734928131, 0.2984958291053772, 0,0.27996355295181274, 0.46427735686302185, 0,0.290531724691391, 0.39344310760498047, 0,0.30427372455596924, 0.3459325432777405, 0,0.3205997347831726, 0.3043503761291504, 0
488,0.24740752577781677, 0.6979241371154785, 0,0.3325648009777069, 0.7158942222595215, 0,0.4165962338447571, 0.6883674263954163, 0,0.4840773642063141, 0.6578558683395386, 0,0.5395922660827637, 0.6509755849838257, 0,0.4071543514728546, 0.5492163896560669, 0,0.46111512184143066, 0.49886760115623474, 0,0.4915008544921875, 0.4646448791027069, 0,0.518851637840271, 0.4329938292503357, 0,0.3714313209056854, 0.501923143863678, 0,0.4164469540119171, 0.4278406500816345, 0,0.4476819634437561, 0.37820661067962646, 0,0.4761747717857361, 0.3374655842781067, 0,0.3305414915084839, 0.4757719039916992, 0,0.35803350806236267, 0.3958161175251007, 0,0.38146528601646423, 0.3455096483230591, 0,0.404433012008667, 0.3047621548175812, 0,0.2829635739326477, 0.46685904264450073, 0,0.29304400086402893, 0.39480361342430115, 0,0.3064606785774231, 0.3464558720588684, 0,0.32219037413597107, 0.30326128005981445, 0
537,0.24920283257961273, 0.7056993246078491, 0,0.3303774297237396, 0.7192238569259644, 0,0.41418448090553284, 0.6902269721031189, 0,0.48186784982681274, 0.6594145894050598, 0,0.5390345454216003, 0.6543176174163818, 0,0.4043387174606323, 0.5452419519424438, 0,0.4565911591053009, 0.48966652154922485, 0,0.4870447814464569, 0.4564041197299957, 0,0.5157714486122131, 0.4280124306678772, 0,0.3676908016204834, 0.4993952214717865, 0,0.40915605425834656, 0.4221513867378235, 0,0.43868789076805115, 0.3737618029117584, 0,0.46623146533966064, 0.3362729251384735, 0,0.32680562138557434, 0.47481778264045715, 0,0.35204893350601196, 0.3915369510650635, 0,0.37539374828338623, 0.33932632207870483, 0,0.3981175124645233, 0.2971416711807251, 0,0.2799992263317108, 0.46818992495536804, 0,0.29162290692329407, 0.3965432643890381, 0,0.3049113154411316, 0.34621185064315796, 0,0.31971800327301025, 0.2999263107776642, 0
598,0.25373920798301697, 0.7201607823371887, 0,0.3344331383705139, 0.7153772115707397, 0,0.41120925545692444, 0.6680395007133484, 0,0.4762536883354187, 0.6276455521583557, 0,0.5337969660758972, 0.6132261753082275, 0,0.38477662205696106, 0.5211682915687561, 0,0.4291413128376007, 0.4541019797325134, 0,0.45694500207901, 0.4183364510536194, 0,0.4824010133743286, 0.3856039047241211, 0,0.3473406136035919, 0.48705169558525085, 0,0.3742258846759796, 0.3973589539527893, 0,0.3948029577732086, 0.3427644968032837, 0,0.41385090351104736, 0.29505646228790283, 0,0.30805739760398865, 0.4784277081489563, 0,0.32366472482681274, 0.3889908194541931, 0,0.34209054708480835, 0.33430182933807373, 0,0.3613840639591217, 0.286337673664093, 0,0.2653883099555969, 0.49333226680755615, 0,0.2729981243610382, 0.42546528577804565, 0,0.2883175313472748, 0.38266104459762573, 0,0.3064376413822174, 0.3437657356262207, 0
